year;area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;name_numerator;name_denominator;period
2014;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;175.5;456;261681;rate;antall;innbyggere;2013-2017
2013;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;192.2;499;259484;rate;antall;innbyggere;2013-2017
2015;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;186.6;484;263254;rate;antall;innbyggere;2013-2017
2017;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;150.5;387;264817;rate;antall;innbyggere;2013-2017
2016;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;172.8;446;264248;rate;antall;innbyggere;2013-2017
2014;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;175.5;456;261681;rate;antall;innbyggere;2013-2017
2013;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;192.2;499;259484;rate;antall;innbyggere;2013-2017
2015;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;186.6;484;263254;rate;antall;innbyggere;2013-2017
2017;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;150.5;387;264817;rate;antall;innbyggere;2013-2017
2016;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;172.8;446;264248;rate;antall;innbyggere;2013-2017
2014;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;175.5;456;261681;rate;antall;innbyggere;2013-2017
2013;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;192.2;499;259484;rate;antall;innbyggere;2013-2017
2015;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;186.6;484;263254;rate;antall;innbyggere;2013-2017
2017;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;150.5;387;264817;rate;antall;innbyggere;2013-2017
2016;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;172.8;446;264248;rate;antall;innbyggere;2013-2017
2014;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;175.5;456;261681;rate;antall;innbyggere;2013-2017
2013;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;192.2;499;259484;rate;antall;innbyggere;2013-2017
2015;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;186.6;484;263254;rate;antall;innbyggere;2013-2017
2017;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;150.5;387;264817;rate;antall;innbyggere;2013-2017
2016;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;101.9;110;110266;rate;antall;innbyggere;2013-2017
2013;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;146.9;160;108965;rate;antall;innbyggere;2013-2017
2014;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.6;131;109170;rate;antall;innbyggere;2013-2017
2015;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;107.3;116;109530;rate;antall;innbyggere;2013-2017
2017;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.8;130;110230;rate;antall;innbyggere;2013-2017
2016;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;101.9;110;110266;rate;antall;innbyggere;2013-2017
2013;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;146.9;160;108965;rate;antall;innbyggere;2013-2017
2014;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.6;131;109170;rate;antall;innbyggere;2013-2017
2015;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;107.3;116;109530;rate;antall;innbyggere;2013-2017
2017;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.8;130;110230;rate;antall;innbyggere;2013-2017
2016;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;101.9;110;110266;rate;antall;innbyggere;2013-2017
2013;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;146.9;160;108965;rate;antall;innbyggere;2013-2017
2014;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.6;131;109170;rate;antall;innbyggere;2013-2017
2015;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;107.3;116;109530;rate;antall;innbyggere;2013-2017
2017;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.8;130;110230;rate;antall;innbyggere;2013-2017
2016;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;101.9;110;110266;rate;antall;innbyggere;2013-2017
2013;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;146.9;160;108965;rate;antall;innbyggere;2013-2017
2014;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.6;131;109170;rate;antall;innbyggere;2013-2017
2015;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;107.3;116;109530;rate;antall;innbyggere;2013-2017
2017;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.8;130;110230;rate;antall;innbyggere;2013-2017
2016;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;101.9;110;110266;rate;antall;innbyggere;2013-2017
2013;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;146.9;160;108965;rate;antall;innbyggere;2013-2017
2014;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.6;131;109170;rate;antall;innbyggere;2013-2017
2015;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;107.3;116;109530;rate;antall;innbyggere;2013-2017
2017;8;7;Ventilasjonsrør i trommehinnen;Førde;1;Dagkirurgi;121.8;130;110230;rate;antall;innbyggere;2013-2017
2016;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;100.7;465;447837;rate;antall;innbyggere;2013-2017
2013;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;101.8;466;434147;rate;antall;innbyggere;2013-2017
2014;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;108.6;501;439777;rate;antall;innbyggere;2013-2017
2015;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;91.8;424;444677;rate;antall;innbyggere;2013-2017
2017;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;102.6;471;450597;rate;antall;innbyggere;2013-2017
2016;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;100.7;465;447837;rate;antall;innbyggere;2013-2017
2013;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;101.8;466;434147;rate;antall;innbyggere;2013-2017
2014;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;108.6;501;439777;rate;antall;innbyggere;2013-2017
2015;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;91.8;424;444677;rate;antall;innbyggere;2013-2017
2017;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;102.6;471;450597;rate;antall;innbyggere;2013-2017
2016;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;100.7;465;447837;rate;antall;innbyggere;2013-2017
2013;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;101.8;466;434147;rate;antall;innbyggere;2013-2017
2014;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;108.6;501;439777;rate;antall;innbyggere;2013-2017
2015;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;91.8;424;444677;rate;antall;innbyggere;2013-2017
2017;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;102.6;471;450597;rate;antall;innbyggere;2013-2017
2016;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;100.7;465;447837;rate;antall;innbyggere;2013-2017
2013;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;101.8;466;434147;rate;antall;innbyggere;2013-2017
2014;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;108.6;501;439777;rate;antall;innbyggere;2013-2017
2015;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;91.8;424;444677;rate;antall;innbyggere;2013-2017
2017;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;102.6;471;450597;rate;antall;innbyggere;2013-2017
2016;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;100.7;465;447837;rate;antall;innbyggere;2013-2017
2013;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;101.8;466;434147;rate;antall;innbyggere;2013-2017
2014;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;108.6;501;439777;rate;antall;innbyggere;2013-2017
2015;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;91.8;424;444677;rate;antall;innbyggere;2013-2017
2017;9;7;Ventilasjonsrør i trommehinnen;Bergen;1;Dagkirurgi;102.6;471;450597;rate;antall;innbyggere;2013-2017
2013;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;108.8;207;178086;rate;antall;innbyggere;2013-2017
2016;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;85.5;162;181059;rate;antall;innbyggere;2013-2017
2014;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;109.2;207;179521;rate;antall;innbyggere;2013-2017
2015;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;93.2;177;180349;rate;antall;innbyggere;2013-2017
2017;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;82.7;154;180732;rate;antall;innbyggere;2013-2017
2013;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;108.8;207;178086;rate;antall;innbyggere;2013-2017
2016;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;85.5;162;181059;rate;antall;innbyggere;2013-2017
2014;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;109.2;207;179521;rate;antall;innbyggere;2013-2017
2015;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;93.2;177;180349;rate;antall;innbyggere;2013-2017
2017;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;82.7;154;180732;rate;antall;innbyggere;2013-2017
2013;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;108.8;207;178086;rate;antall;innbyggere;2013-2017
2016;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;85.5;162;181059;rate;antall;innbyggere;2013-2017
2014;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;109.2;207;179521;rate;antall;innbyggere;2013-2017
2015;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;93.2;177;180349;rate;antall;innbyggere;2013-2017
2017;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;82.7;154;180732;rate;antall;innbyggere;2013-2017
2013;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;108.8;207;178086;rate;antall;innbyggere;2013-2017
2016;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;85.5;162;181059;rate;antall;innbyggere;2013-2017
2014;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;109.2;207;179521;rate;antall;innbyggere;2013-2017
2015;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;93.2;177;180349;rate;antall;innbyggere;2013-2017
2017;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;82.7;154;180732;rate;antall;innbyggere;2013-2017
2013;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;108.8;207;178086;rate;antall;innbyggere;2013-2017
2016;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;85.5;162;181059;rate;antall;innbyggere;2013-2017
2014;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;109.2;207;179521;rate;antall;innbyggere;2013-2017
2015;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;93.2;177;180349;rate;antall;innbyggere;2013-2017
2017;10;7;Ventilasjonsrør i trommehinnen;Fonna;1;Dagkirurgi;82.7;154;180732;rate;antall;innbyggere;2013-2017
2013;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;217.9;907;352638;rate;antall;innbyggere;2013-2017
2016;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;150.7;624;363091;rate;antall;innbyggere;2013-2017
2014;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;185;775;358361;rate;antall;innbyggere;2013-2017
2015;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;159.5;669;361646;rate;antall;innbyggere;2013-2017
2017;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;155.8;639;364736;rate;antall;innbyggere;2013-2017
2013;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;217.9;907;352638;rate;antall;innbyggere;2013-2017
2016;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;150.7;624;363091;rate;antall;innbyggere;2013-2017
2014;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;185;775;358361;rate;antall;innbyggere;2013-2017
2015;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;159.5;669;361646;rate;antall;innbyggere;2013-2017
2017;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;155.8;639;364736;rate;antall;innbyggere;2013-2017
2013;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;217.9;907;352638;rate;antall;innbyggere;2013-2017
2016;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;150.7;624;363091;rate;antall;innbyggere;2013-2017
2014;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;185;775;358361;rate;antall;innbyggere;2013-2017
2015;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;159.5;669;361646;rate;antall;innbyggere;2013-2017
2017;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;155.8;639;364736;rate;antall;innbyggere;2013-2017
2013;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;217.9;907;352638;rate;antall;innbyggere;2013-2017
2016;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;150.7;624;363091;rate;antall;innbyggere;2013-2017
2014;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;185;775;358361;rate;antall;innbyggere;2013-2017
2015;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;159.5;669;361646;rate;antall;innbyggere;2013-2017
2017;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;155.8;639;364736;rate;antall;innbyggere;2013-2017
2013;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;217.9;907;352638;rate;antall;innbyggere;2013-2017
2016;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;150.7;624;363091;rate;antall;innbyggere;2013-2017
2014;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;185;775;358361;rate;antall;innbyggere;2013-2017
2015;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;159.5;669;361646;rate;antall;innbyggere;2013-2017
2017;11;7;Ventilasjonsrør i trommehinnen;Stavanger;1;Dagkirurgi;155.8;639;364736;rate;antall;innbyggere;2013-2017
2016;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;98.8;276;292208;rate;antall;innbyggere;2013-2017
2014;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;108.1;301;286526;rate;antall;innbyggere;2013-2017
2017;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;90.2;250;294738;rate;antall;innbyggere;2013-2017
2015;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;89.5;249;289195;rate;antall;innbyggere;2013-2017
2013;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;139.3;385;284290;rate;antall;innbyggere;2013-2017
2016;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;98.8;276;292208;rate;antall;innbyggere;2013-2017
2014;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;108.1;301;286526;rate;antall;innbyggere;2013-2017
2017;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;90.2;250;294738;rate;antall;innbyggere;2013-2017
2015;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;89.5;249;289195;rate;antall;innbyggere;2013-2017
2013;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;139.3;385;284290;rate;antall;innbyggere;2013-2017
2016;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;98.8;276;292208;rate;antall;innbyggere;2013-2017
2014;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;108.1;301;286526;rate;antall;innbyggere;2013-2017
2017;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;90.2;250;294738;rate;antall;innbyggere;2013-2017
2015;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;89.5;249;289195;rate;antall;innbyggere;2013-2017
2013;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;139.3;385;284290;rate;antall;innbyggere;2013-2017
2016;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;98.8;276;292208;rate;antall;innbyggere;2013-2017
2014;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;108.1;301;286526;rate;antall;innbyggere;2013-2017
2017;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;90.2;250;294738;rate;antall;innbyggere;2013-2017
2015;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;89.5;249;289195;rate;antall;innbyggere;2013-2017
2013;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;139.3;385;284290;rate;antall;innbyggere;2013-2017
2016;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;98.8;276;292208;rate;antall;innbyggere;2013-2017
2014;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;108.1;301;286526;rate;antall;innbyggere;2013-2017
2017;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;90.2;250;294738;rate;antall;innbyggere;2013-2017
2015;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;89.5;249;289195;rate;antall;innbyggere;2013-2017
2013;12;7;Ventilasjonsrør i trommehinnen;Østfold;1;Dagkirurgi;139.3;385;284290;rate;antall;innbyggere;2013-2017
2016;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;93;499;508398;rate;antall;innbyggere;2013-2017
2014;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;112.6;605;492627;rate;antall;innbyggere;2013-2017
2015;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.9;622;500764;rate;antall;innbyggere;2013-2017
2013;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.2;614;486087;rate;antall;innbyggere;2013-2017
2017;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;88.5;474;516380;rate;antall;innbyggere;2013-2017
2016;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;93;499;508398;rate;antall;innbyggere;2013-2017
2014;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;112.6;605;492627;rate;antall;innbyggere;2013-2017
2015;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.9;622;500764;rate;antall;innbyggere;2013-2017
2013;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.2;614;486087;rate;antall;innbyggere;2013-2017
2017;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;88.5;474;516380;rate;antall;innbyggere;2013-2017
2016;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;93;499;508398;rate;antall;innbyggere;2013-2017
2014;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;112.6;605;492627;rate;antall;innbyggere;2013-2017
2015;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.9;622;500764;rate;antall;innbyggere;2013-2017
2013;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.2;614;486087;rate;antall;innbyggere;2013-2017
2017;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;88.5;474;516380;rate;antall;innbyggere;2013-2017
2016;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;93;499;508398;rate;antall;innbyggere;2013-2017
2014;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;112.6;605;492627;rate;antall;innbyggere;2013-2017
2015;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.9;622;500764;rate;antall;innbyggere;2013-2017
2013;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.2;614;486087;rate;antall;innbyggere;2013-2017
2017;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;88.5;474;516380;rate;antall;innbyggere;2013-2017
2016;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;93;499;508398;rate;antall;innbyggere;2013-2017
2014;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;112.6;605;492627;rate;antall;innbyggere;2013-2017
2015;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.9;622;500764;rate;antall;innbyggere;2013-2017
2013;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;115.2;614;486087;rate;antall;innbyggere;2013-2017
2017;13;7;Ventilasjonsrør i trommehinnen;Akershus;1;Dagkirurgi;88.5;474;516380;rate;antall;innbyggere;2013-2017
2016;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;80.8;238;268544;rate;antall;innbyggere;2013-2017
2014;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;134;401;263005;rate;antall;innbyggere;2013-2017
2015;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;95.4;284;265782;rate;antall;innbyggere;2013-2017
2013;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;136;400;257808;rate;antall;innbyggere;2013-2017
2017;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;71.2;212;270681;rate;antall;innbyggere;2013-2017
2016;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;80.8;238;268544;rate;antall;innbyggere;2013-2017
2014;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;134;401;263005;rate;antall;innbyggere;2013-2017
2015;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;95.4;284;265782;rate;antall;innbyggere;2013-2017
2013;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;136;400;257808;rate;antall;innbyggere;2013-2017
2017;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;71.2;212;270681;rate;antall;innbyggere;2013-2017
2016;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;80.8;238;268544;rate;antall;innbyggere;2013-2017
2014;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;134;401;263005;rate;antall;innbyggere;2013-2017
2015;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;95.4;284;265782;rate;antall;innbyggere;2013-2017
2013;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;136;400;257808;rate;antall;innbyggere;2013-2017
2017;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;71.2;212;270681;rate;antall;innbyggere;2013-2017
2016;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;80.8;238;268544;rate;antall;innbyggere;2013-2017
2014;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;134;401;263005;rate;antall;innbyggere;2013-2017
2015;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;95.4;284;265782;rate;antall;innbyggere;2013-2017
2013;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;136;400;257808;rate;antall;innbyggere;2013-2017
2017;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;71.2;212;270681;rate;antall;innbyggere;2013-2017
2016;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;80.8;238;268544;rate;antall;innbyggere;2013-2017
2014;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;134;401;263005;rate;antall;innbyggere;2013-2017
2015;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;95.4;284;265782;rate;antall;innbyggere;2013-2017
2013;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;136;400;257808;rate;antall;innbyggere;2013-2017
2017;14;7;Ventilasjonsrør i trommehinnen;OUS;1;Dagkirurgi;71.2;212;270681;rate;antall;innbyggere;2013-2017
